id|species|mother_lower_case|father_lower_case|mother_orig_case|father_orig_case
1|S. alba L.|N/A|N/A|N/A|N/A
2|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
3|N/A|N/A|N/A|N/A|N/A
4|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
5|S. purpurea L.|N/A|N/A|N/A|N/A
6|S. pentandra L.|N/A|N/A|N/A|N/A
7|S. acutifolia Willd.|N/A|N/A|N/A|N/A
8|S.|N/A|N/A|N/A|N/A
9|S.|s. schwerinii e.l.wolf|s. viminalis l.|S. schwerinii E.L.Wolf|S. viminalis L.
10|S. aegyptiaca L. × S. magnifica Hemsl.|s. aegyptiaca l.|s. magnifica hemsl.|S. aegyptiaca L.|S. magnifica Hemsl.
11|S. ×fragilis L. f. fragilis|N/A|N/A|N/A|N/A
12|S. daphnoides Vill.|N/A|N/A|N/A|N/A
13|S.|N/A|N/A|N/A|N/A
14|S.|N/A|N/A|N/A|N/A
15|S.|N/A|N/A|N/A|N/A
16|S. monticola Bebb.|N/A|N/A|N/A|N/A
17|S.|s. koryanagi kimura ex goerz sh3|s. purpurea l. 95058|S. koryanagi Kimura ex Goerz ‘SH3’|S. purpurea L. ‘95058’
18|S.|N/A|N/A|N/A|N/A
19|S. nigra Marshall|N/A|N/A|N/A|N/A
20|S. viminalis L.|N/A|N/A|N/A|N/A
21|S. triandra L.|N/A|N/A|N/A|N/A
22|S. eriocephala Michx.|N/A|N/A|N/A|N/A
23|S.|s. eriocephala michx.|s. petiolaris sm.|S. eriocephala Michx.|S. petiolaris Sm.
24|S. schwerinii E.L.Wolf|N/A|N/A|N/A|N/A
25|S. purpurea L.|N/A|N/A|N/A|N/A
26|S. alba L.|N/A|N/A|N/A|N/A
27|S. eleagnos Scop.|N/A|N/A|N/A|N/A
28|S. gmelinii Pall. (syn. S. dasyclados Wimm., S. burjatica Nasarow)|N/A|N/A|N/A|N/A
29|S. purpurea L.|N/A|N/A|N/A|N/A
30|S.|N/A|N/A|N/A|N/A
31|S.|N/A|N/A|N/A|N/A
32|S.|N/A|N/A|N/A|N/A
33|S. aurita L.|N/A|N/A|N/A|N/A
34|S. aurita L.|N/A|N/A|N/A|N/A
35|S. gmelinii Pall. (syn. S. dasyclados Wimm., S. burjatica Nasarow)|N/A|N/A|N/A|N/A
36|S.|N/A|N/A|N/A|N/A
37|S.|N/A|N/A|N/A|N/A
38|S. ×pendulina f. erythroflexuosa I.V.Belyaeva (S. babylonica f. tortuosa Y.L.Chou × S. pendulina f. salamonii I.V.Belyaeva)|N/A|N/A|N/A|N/A
39|S. repens L.|N/A|N/A|N/A|N/A
40|S. daphnoides Vill.|N/A|N/A|N/A|N/A
41|S. repens L.|N/A|N/A|N/A|N/A
42|S.|s. astrid|s. björn|S. ‘Astrid’|S. ‘Björn’
43|S.|N/A|N/A|N/A|N/A
44|S.|N/A|N/A|N/A|N/A
45|S.|s. l 810203|s. nl 420|S. ‘L 810203’|S. ‘NL 420’
46|S. caprea L.|N/A|N/A|N/A|N/A
47|S. gmelinii Pall. (syn. S. dasyclados Wimm., S. burjatica Nasarow)|s. gmelinii (as s. dasyclados) dasy 86|s. gmelinii (as s. dasyclados) dasy 89|S. gmelinii (as S. dasyclados) ‘Dasy 86’|S. gmelinii (as S. dasyclados) ‘Dasy 89’
48|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
49|S. ×pendulina f. salamonii I.V. Belyaeva (S. babylonica L. × S. ×fragilis f. vitellina I.V. Belyaeva)|N/A|N/A|N/A|N/A
50|S. schwerinii E.L.Wolf|N/A|N/A|N/A|N/A
51|S. pierotii Miq.|N/A|N/A|N/A|N/A
52|S.|N/A|N/A|N/A|N/A
53|S. alba L.|N/A|N/A|N/A|N/A
54|S. alba L.|N/A|N/A|N/A|N/A
55|S. alba L.|N/A|N/A|N/A|N/A
56|S. babylonica L.|N/A|N/A|N/A|N/A
57|S. divaricata Pall.|N/A|N/A|N/A|N/A
58|S. triandra L.|N/A|N/A|N/A|N/A
59|S.|N/A|N/A|N/A|N/A
60|S. alba L.|N/A|N/A|N/A|N/A
61|N/A|s. babylonica l. (as s. matsudana koidz.)|s. alba l.|S. babylonica L. (as S. matsudana Koidz.)|S. alba L.
62|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
63|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
64|S.|s. astrid|s. viminalis l.|S. ‘Astrid’|S. viminalis L.
65|S. alba L.|N/A|N/A|N/A|N/A
66|S. triandra L.|N/A|N/A|N/A|N/A
67|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
68|S.|s. sw inger|s. wilhelm|S. ‘SW Inger’|S. ‘Wilhelm‘
69|S. repens L.|N/A|N/A|N/A|N/A
70|S. myrsinifolia Salisb.|N/A|N/A|N/A|N/A
71|S. babylonica L.|N/A|N/A|N/A|N/A
72|S.|N/A|N/A|N/A|N/A
73|S.|s. sw inger|s. olof|S. ‘SW Inger’|S. ‘Olof’
74|S.|N/A|N/A|N/A|N/A
75|S.|N/A|N/A|N/A|N/A
76|S.|s. schwerinii e.l.wolf l 79069|s. orm|S. schwerinii E.L.Wolf ‘L 79069’|S. ‘Orm’
77|S.|N/A|N/A|N/A|N/A
78|S.·×leucopithecia Kimura (S. caprea L. × S. gracilistyla Miq.)|N/A|N/A|N/A|N/A
79|S. triandra L.|N/A|N/A|N/A|N/A
80|S. triandra L.|N/A|N/A|N/A|N/A
81|S. triandra L.|N/A|N/A|N/A|N/A
82|S. myrsinifolia Salisb.|N/A|N/A|N/A|N/A
83|S. triandra L.|N/A|N/A|N/A|N/A
84|S. viminalis L.|N/A|N/A|N/A|N/A
85|S. triandra L.|N/A|N/A|N/A|N/A
86|S. caprea L.|N/A|N/A|N/A|N/A
87|S. daphnoides Vill.|N/A|N/A|N/A|N/A
88|S. triandra L.|N/A|N/A|N/A|N/A
89|S.|N/A|N/A|N/A|N/A
90|S. myrsinifolia Salisb.|N/A|N/A|N/A|N/A
91|S. triandra L.|N/A|N/A|N/A|N/A
92|S. × pendulina f. pendulina (S. alba L. × S. babylonica L. × S. euxina I.V.Belyaeva)|N/A|N/A|N/A|N/A
93|S. purpurea L.|N/A|N/A|N/A|N/A
94|S. babylonica L.|N/A|N/A|N/A|N/A
95|S. brachycarpa Nutt.|N/A|N/A|N/A|N/A
96|S. acutifolia Willd.|N/A|N/A|N/A|N/A
97|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
98|S. alba L.|N/A|N/A|N/A|N/A
99|S. alba L.|N/A|N/A|N/A|N/A
100|S.|N/A|N/A|N/A|N/A
101|S. caprea L.|N/A|N/A|N/A|N/A
102|S.|N/A|N/A|N/A|N/A
103|S.|N/A|N/A|N/A|N/A
104|S.|N/A|N/A|N/A|N/A
105|S.|N/A|N/A|N/A|N/A
106|S. alba L.|N/A|N/A|N/A|N/A
107|S. purpurea L.|N/A|N/A|N/A|N/A
108|S. purpurea L.|N/A|N/A|N/A|N/A
109|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
110|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
111|S. viminalis L.|N/A|N/A|N/A|N/A
112|S. ×sibyllina F.B.White (S. lapponum L. × S. reticulata L.)|N/A|N/A|N/A|N/A
113|S. repens L.|N/A|N/A|N/A|N/A
114|S. purpurea L.|N/A|N/A|N/A|N/A
115|S.|N/A|N/A|N/A|N/A
116|S.|N/A|N/A|N/A|N/A
117|S. alba L.|N/A|N/A|N/A|N/A
118|S.|N/A|N/A|N/A|N/A
119|S. triandra L.|N/A|N/A|N/A|N/A
120|S. repens L.|N/A|N/A|N/A|N/A
121|S. triandra L.|N/A|N/A|N/A|N/A
122|S. purpurea L.|N/A|N/A|N/A|N/A
123|S. purpurea L.|N/A|N/A|N/A|N/A
124|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
125|S. myricoides Muhl.|N/A|N/A|N/A|N/A
126|S. triandra L.|N/A|N/A|N/A|N/A
127|S. triandra L.|N/A|N/A|N/A|N/A
128|S. viminalis L.|N/A|N/A|N/A|N/A
129|S. ×forbiana Sm. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
130|S. triandra L.|N/A|N/A|N/A|N/A
131|S. cinerea L.|N/A|N/A|N/A|N/A
132|S. euxina I.V.Belyaeva (former S. fragilis auct., non L.)|N/A|N/A|N/A|N/A
133|S. miyabeana Seemen|N/A|N/A|N/A|N/A
134|S. miyabeana Seemen|N/A|N/A|N/A|N/A
135|S. vinogradovii A.K.Skvortsov|N/A|N/A|N/A|N/A
136|S. alba L.|N/A|N/A|N/A|N/A
137|S. alba L.|N/A|N/A|N/A|N/A
138|S. viminalis L.|N/A|N/A|N/A|N/A
139|S. miyabeana Seemen|s. miyabeana sx61 (previously listed as s. sachalinensis sx61)|s. miyabeana sx64|S. miyabeana ‘SX61’ (previously listed as S. sachalinensis ‘SX61’)|S. miyabeana ‘SX64’
140|S. viminalis L.|N/A|N/A|N/A|N/A
141|S.|N/A|N/A|N/A|N/A
142|S. purpurea L.|N/A|N/A|N/A|N/A
143|S.|N/A|N/A|N/A|N/A
144|S. ×pendulina f. erythroflexuosa I.V.Belyaeva (S. babylonica f. tortuosa Y.L.Chou × S. pendulina f. salamonii I.V.Belyaeva)|N/A|N/A|N/A|N/A
145|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
146|S. schwerinii E.L.Wolf|N/A|N/A|N/A|N/A
147|S. purpurea L.|N/A|N/A|N/A|N/A
148|S. triandra L.|N/A|N/A|N/A|N/A
149|S.|N/A|N/A|N/A|N/A
150|S. retusa L.|N/A|N/A|N/A|N/A
151|S. serpyllifolia Scop.|N/A|N/A|N/A|N/A
152|S. triandra L.|N/A|N/A|N/A|N/A
153|S. triandra L.|N/A|N/A|N/A|N/A
154|S.|s. alba l.|s. ×glatfelterii c.k.schneid. (s. nigra marshall × s. amygdaloides andersson)|S. alba L.|S. ×glatfelterii C.K.Schneid. (S. nigra Marshall × S. amygdaloides Andersson)
155|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
156|S. schwerinii E.L.Wolf|N/A|N/A|N/A|N/A
157|S.|N/A|N/A|N/A|N/A
158|S. ×pendulina f. salamonii I.V. Belyaeva (S. babylonica L. × S. ×fragilis f. vitellina I.V. Belyaeva)|N/A|N/A|N/A|N/A
159|S. ×pendulina f. salamonii I.V. Belyaeva (S. babylonica L. × S. ×fragilis f. vitellina I.V. Belyaeva)|N/A|N/A|N/A|N/A
160|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
161|S.|s. udensis trautv. & c.a.mey.|s. miyabeana seemen|S. udensis Trautv. & C.A.Mey.|S. miyabeana Seemen
162|S. viminalis L.|N/A|N/A|N/A|N/A
163|S. apennina A.K. Skvortsov|N/A|N/A|N/A|N/A
164|S. hookeriana Barratt ex Hook.|N/A|N/A|N/A|N/A
165|S.|N/A|N/A|N/A|N/A
166|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
167|S. alba L.|N/A|N/A|N/A|N/A
168|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
169|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
170|S. daphnoides Vill.|N/A|N/A|N/A|N/A
171|S. purpurea L.|N/A|N/A|N/A|N/A
172|S. caprea L.|N/A|N/A|N/A|N/A
173|S. ×mollissima Hoffm. ex Elwert (S. triandra L. × S. viminalis L.)|N/A|N/A|N/A|N/A
174|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
175|S.|N/A|N/A|N/A|N/A
176|S. lapponum L.|N/A|N/A|N/A|N/A
177|S. alba L.|N/A|N/A|N/A|N/A
178|S.|N/A|N/A|N/A|N/A
179|S.|N/A|N/A|N/A|N/A
180|S. myrsinifolia Salisb.|N/A|N/A|N/A|N/A
181|S.|N/A|N/A|N/A|N/A
182|S. babylonica L.|N/A|N/A|N/A|N/A
183|S.|N/A|N/A|N/A|N/A
184|S. drummondiana Barratt ex Hook.|N/A|N/A|N/A|N/A
185|S. caprea L.|N/A|N/A|N/A|N/A
186|S.|N/A|N/A|N/A|N/A
187|S. purpurea L.|N/A|N/A|N/A|N/A
188|S. purpurea L.|N/A|N/A|N/A|N/A
189|S. triandra L.|N/A|N/A|N/A|N/A
190|S. triandra L.|N/A|N/A|N/A|N/A
191|S.|s. alba var. sericea|s. babylonica l. tortuosa|S. alba var. sericea|S. babylonica L. ‘Tortuosa’
192|S. repens L.|N/A|N/A|N/A|N/A
193|S. ×meyeriana Rostk. ex Willd. (S. euxina I.V.Belyaeva × S. pentandra L.)|N/A|N/A|N/A|N/A
194|S.|N/A|N/A|N/A|N/A
195|S. ×hirtei Strachler (S. aurita L. × S. cinerea L. × viminalis L.)|N/A|N/A|N/A|N/A
196|S. ×mollissima Hoffm. ex Elwert (S. triandra L. × S. viminalis L.)|N/A|N/A|N/A|N/A
197|S. purpurea L.|N/A|N/A|N/A|N/A
198|S.|s. tora|s. aegyptiaca l.|S. ‘Tora’|S. aegyptiaca L.
199|S.|N/A|N/A|N/A|N/A
200|S. caspica Pall.|N/A|N/A|N/A|N/A
201|S.|s. sw 901321|s. sw 881031|S. ‘SW 901321’|S. ‘SW 881031’
202|S.|N/A|N/A|N/A|N/A
203|S. lanata L.|N/A|N/A|N/A|N/A
204|S. alba L.|N/A|N/A|N/A|N/A
205|S.|N/A|N/A|N/A|N/A
206|S. purpurea L.|N/A|N/A|N/A|N/A
207|S. × pendulina f. pendulina (S. alba L. × S. babylonica L. × S. euxina I.V.Belyaeva)|N/A|N/A|N/A|N/A
208|S. purpurea L.|N/A|N/A|N/A|N/A
209|S. daphnoides Vill.|N/A|N/A|N/A|N/A
210|S. purpurea L.|N/A|N/A|N/A|N/A
211|S.|s. tordis|s. olof|S. ‘Tordis’|S. ‘Olof’
212|S.|N/A|N/A|N/A|N/A
213|S.|N/A|N/A|N/A|N/A
214|S.|N/A|N/A|N/A|N/A
215|S. viminalis L.|N/A|N/A|N/A|N/A
216|S. alba L.|N/A|N/A|N/A|N/A
217|S. waldsteiniana Willd.|N/A|N/A|N/A|N/A
218|S.|s. tordis|s. björn|S. ‘Tordis’|S. ‘Björn’
219|S.|s. sw 960503|s. la 970111|S. ‘SW 960503’|S. ‘LA 970111’
220|S. ×pendulina f. erythroflexuosa I.V.Belyaeva (S. babylonica f. tortuosa Y.L.Chou × S. pendulina f. salamonii I.V.Belyaeva)|N/A|N/A|N/A|N/A
221|S.|s. sw inger|s. sven|S. ‘SW Inger’|S. ‘Sven’
222|S.|s. linnéa|s. miyabeana seemen|S. ‘Linnéa’|S. miyabeana Seemen
223|S. purpurea L.|N/A|N/A|N/A|N/A
224|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
225|S.|N/A|N/A|N/A|N/A
226|S.|N/A|N/A|N/A|N/A
227|S.|s. viminalis l. sv2|s. miyabeana seemen sx67|S. viminalis L. ‘SV2’|S. miyabeana Seemen ‘SX67’
228|S. × pendulina f. pendulina (S. alba L. × S. babylonica L. × S. euxina I.V.Belyaeva)|N/A|N/A|N/A|N/A
229|S. × pendulina f. pendulina (S. alba L. × S. babylonica L. × S. euxina I.V.Belyaeva)|N/A|N/A|N/A|N/A
230|S.|N/A|N/A|N/A|N/A
231|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
232|S. ×mollissima Hoffm. ex Elwert (S. triandra L. × S. viminalis L.)|N/A|N/A|N/A|N/A
233|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
234|S. caprea L.|N/A|N/A|N/A|N/A
235|S. myrsinifolia Salisb.|N/A|N/A|N/A|N/A
236|S. triandra L.|N/A|N/A|N/A|N/A
237|S. ×forbiana Sm. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
238|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
239|S. interior Rowlee|N/A|N/A|N/A|N/A
240|S. hastata L.|N/A|N/A|N/A|N/A
241|S. purpurea L.|s. purpurea l. 94006|s. purpurea 94001|S. purpurea L. ‘94006’|S. purpurea ‘94001’
242|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
243|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
244|S. integra Thunb.|N/A|N/A|N/A|N/A
245|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
246|S.|N/A|N/A|N/A|N/A
247|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
248|S.|N/A|N/A|N/A|N/A
249|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
250|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
251|S. triandra L.|N/A|N/A|N/A|N/A
252|S. triandra L.|N/A|N/A|N/A|N/A
253|S. purpurea L.|N/A|N/A|N/A|N/A
254|S.|N/A|N/A|N/A|N/A
255|S. babylonica L.|N/A|N/A|N/A|N/A
256|S. crenata K.S.Hao ex C.F.Fang & A.K.Skvortsov|N/A|N/A|N/A|N/A
257|S.|N/A|N/A|N/A|N/A
258|S. triandra L.|N/A|N/A|N/A|N/A
259|S. gmelinii Pall. (syn. S. dasyclados Wimm., S. burjatica Nasarow)|N/A|N/A|N/A|N/A
260|S.|N/A|N/A|N/A|N/A
261|S. lanata L.|N/A|N/A|N/A|N/A
262|S. viminalis L.|N/A|N/A|N/A|N/A
263|S.|N/A|N/A|N/A|N/A
264|S. ×tsugaluensis Koidz.|N/A|N/A|N/A|N/A
265|S. purpurea L.|N/A|N/A|N/A|N/A
266|S. ×fragilis L. f. fragilis|N/A|N/A|N/A|N/A
267|S. purpurea L.|N/A|N/A|N/A|N/A
268|S. triandra L.|N/A|N/A|N/A|N/A
269|S. phylicifolia L.|N/A|N/A|N/A|N/A
270|S.|N/A|N/A|N/A|N/A
271|S. purpurea L.|N/A|N/A|N/A|N/A
272|S. ×fragilis L. f. fragilis|N/A|N/A|N/A|N/A
273|S. caprea L.|N/A|N/A|N/A|N/A
274|S. ×pendulina f. erythroflexuosa I.V.Belyaeva (S. babylonica f. tortuosa Y.L.Chou × S. pendulina f. salamonii I.V.Belyaeva)|N/A|N/A|N/A|N/A
275|S. purpurea L.|N/A|N/A|N/A|N/A
276|S. repens L.|N/A|N/A|N/A|N/A
277|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
278|S. ×pendulina f. erythroflexuosa I.V.Belyaeva (S. babylonica f. tortuosa Y.L.Chou × S. pendulina f. salamonii I.V.Belyaeva)|N/A|N/A|N/A|N/A
279|S. udensis Trautv. & C.A.Mey.|N/A|N/A|N/A|N/A
280|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
281|S. purpurea L.|N/A|N/A|N/A|N/A
282|S.|N/A|N/A|N/A|N/A
283|S. purpurea L.|N/A|N/A|N/A|N/A
284|S.|N/A|N/A|N/A|N/A
285|S. ×fragilis L. f. fragilis|N/A|N/A|N/A|N/A
286|S. triandra L.|N/A|N/A|N/A|N/A
287|S. lapponum L.|N/A|N/A|N/A|N/A
288|S. daphnoides Vill.|N/A|N/A|N/A|N/A
289|S. repens L.|N/A|N/A|N/A|N/A
290|S. purpurea L.|N/A|N/A|N/A|N/A
291|S. viminalis L.|N/A|N/A|N/A|N/A
292|S. eriocephala Michx.|N/A|N/A|N/A|N/A
293|S. alba L.|N/A|N/A|N/A|N/A
294|S. ×mollissima Hoffm. ex Elwert (S. triandra L. × S. viminalis L.)|N/A|N/A|N/A|N/A
295|S. exigua Nutt.|N/A|N/A|N/A|N/A
296|S. interior Rowlee|N/A|N/A|N/A|N/A
297|S. repens L.|N/A|N/A|N/A|N/A
298|S. repens L.|N/A|N/A|N/A|N/A
299|S. triandra L.|N/A|N/A|N/A|N/A
300|S. triandra L.|N/A|N/A|N/A|N/A
301|S. triandra L.|N/A|N/A|N/A|N/A
302|S. triandra L.|N/A|N/A|N/A|N/A
303|S. triandra L.|N/A|N/A|N/A|N/A
304|S. triandra L.|N/A|N/A|N/A|N/A
305|S. triandra L.|N/A|N/A|N/A|N/A
306|S. triandra L.|N/A|N/A|N/A|N/A
307|S.|s. helga|s. långa-veka röd|S. ‘Helga’|S. ‘Långa-Veka röd’
308|S. alaxensis (Andersson) Coville|N/A|N/A|N/A|N/A
309|S.|N/A|N/A|N/A|N/A
310|S. alaxensis (Andersson) Coville|N/A|N/A|N/A|N/A
311|S. purpurea L.|N/A|N/A|N/A|N/A
312|S.|N/A|N/A|N/A|N/A
313|S.|N/A|N/A|N/A|N/A
314|S. integra Thunb.|N/A|N/A|N/A|N/A
315|S.|N/A|N/A|N/A|N/A
316|S. glauca L.|N/A|N/A|N/A|N/A
317|S.|N/A|N/A|N/A|N/A
318|S.|N/A|N/A|N/A|N/A
319|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
320|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
321|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
322|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
323|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
324|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
325|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
326|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
327|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
328|S. acutifolia Willd.|N/A|N/A|N/A|N/A
329|S.|N/A|N/A|N/A|N/A
330|S. purpurea L.|N/A|N/A|N/A|N/A
331|S. triandra L.|N/A|N/A|N/A|N/A
332|S. daphnoides Vill.|N/A|N/A|N/A|N/A
333|S.|N/A|N/A|N/A|N/A
334|S.|N/A|N/A|N/A|N/A
335|S. alba L.|N/A|N/A|N/A|N/A
336|S. ×argentinensis Ragonese & F.R.Alberti (S. babylonica L. × S. humboldtiana Willd.)|s. babylonica l.|s. humboldtiana willd.|S. babylonica L.|S. humboldtiana Willd.
337|S. ×argentinensis Ragonese & F.R.Alberti (S. babylonica L. × S. humboldtiana Willd.)|s. babylonica l.|s. humboldtiana willd.|S. babylonica L.|S. humboldtiana Willd.
338|S. ×argentinensis Ragonese & F.R.Alberti (S. babylonica L. × S. humboldtiana Willd.)|s. babylonica l.|s. humboldtiana willd.|S. babylonica L.|S. humboldtiana Willd.
